Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Recommended For,Recommended By,Owned Copies,Original Purchase Date,Original Purchase Location,Condition,Condition Description,BCID
11289,"The Rise of Endymion (Hyperion Cantos, #4)",Dan Simmons,"Simmons, Dan",,"=""0553572989""","=""9780553572988""",3,4.17,Spectra,Mass Market Paperback,709,1998,1997,,2019/09/28,,,read,,,,1,,,0,,,,,
7670,"The Andromeda Strain (Andromeda, #1)",Michael Crichton,"Crichton, Michael",,"=""0060541814""","=""9780060541811""",4,3.91,Avon Books,Paperback,327,2003,1969,,2019/09/28,,,read,,,,1,,,0,,,,,
2657,To Kill a Mockingbird,Harper Lee,"Lee, Harper",,"=""""","=""""",3,4.27,Harper Perennial Modern Classics ,Paperback,336,2006,1960,,2019/09/28,,,read,,,,1,,,0,,,,,
4671,The Great Gatsby,F. Scott Fitzgerald,"Fitzgerald, F. Scott",,"=""""","=""""",3,3.93,Scribner,Paperback,180,2004,1925,,2019/09/28,,,read,,,,1,,,0,,,,,
5107,The Catcher in the Rye,J.D. Salinger,"Salinger, J.D.",,"=""0316769177""","=""9780316769174""",3,3.81,Back Bay Books,Paperback,277,2001,1951,,2019/09/28,,,read,,,,1,,,0,,,,,
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar","Jeffrey Eugenides, Douglas Tufano, Radu Tătărucă, Renata Tufano Ho","=""""","=""""",2,4.11,Random House: Modern Library,Paperback,272,2004,1890,,2019/09/28,,,read,,,,1,,,0,,,,,
2165,The Old Man and the Sea,Ernest Hemingway,"Hemingway, Ernest",,"=""0684830493""","=""9780684830490""",3,3.79,Scribner,Hardcover,96,1996,1952,,2019/09/28,,,read,,,,1,,,0,,,,,
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""""","=""""",1,3.84,Bantam Classics,Paperback,201,1972,1915,,2019/09/28,,,read,,,,1,,,0,,,,,
4069,Man's Search for Meaning,Viktor E. Frankl,"Frankl, Viktor E.","Harold S. Kushner, William J. Winslade, Isle Lasch","=""080701429X""","=""9780807014295""",4,4.36,Beacon Press,Paperback,165,2006,1946,,2019/09/28,,,read,,,,1,,,0,,,,,
13023,Alice in Wonderland,Jane Carruth,"Carruth, Jane","Lewis Carroll, Rene Cloke","=""0517223627""","=""9780517223628""",3,4.03,Gramercy Books,Hardcover,92,2004,1865,,2019/09/28,,,read,,,,1,,,0,,,,,
71728,Jonathan Livingston Seagull,Richard Bach,"Bach, Richard",Russell Munson,"=""0743278909""","=""9780743278904""",4,3.85,Scribner,Paperback,112,2006,1970,,2019/09/28,,,read,,,,1,,,0,,,,,
21423216,You're My Favorite Client,Mike Monteiro,"Monteiro, Mike",Austin Kleon,"=""1937557146""","=""9781937557140""",5,4.26,A Book Apart,Paperback,127,2014,2014,,2019/09/28,,,read,,,,1,,,0,,,,,
13574985,Design Is a Job,Mike Monteiro,"Monteiro, Mike",Erik Spiekermann,"=""1937557049""","=""9781937557041""",5,4.23,A Book Apart,Paperback,135,2012,2012,,2019/09/28,,,read,,,,1,,,0,,,,,
25098037,Чапаев и Пустота,Victor Pelevin,"Pelevin, Victor",Виктор Пелевин,"=""""","=""""",4,4.26,"Агентство ФТМ, Лтд.",Kindle Edition,370,,1996,,2019/09/28,,,read,,,,1,,,0,,,,,
5367,"The Great Book of Amber (The Chronicles of Amber, #1-10)",Roger Zelazny,"Zelazny, Roger",Tim          White,"=""0380809060""","=""9780380809066""",5,4.31,Avon-Eos,Paperback,1258,1999,1999,,2019/09/28,,,read,,,,1,,,0,,,,,
239923,My Name is Legion,Roger Zelazny,"Zelazny, Roger",,"=""0345295226""","=""9780345295224""",3,3.82,Del Rey,Mass Market Paperback,213,1976,1976,,2019/09/28,,,read,,,,1,,,0,,,,,
62017,"Dilvish, the Damned",Roger Zelazny,"Zelazny, Roger",,"=""0345901754""","=""9780345901750""",3,3.80,Del Rey Books,Paperback,215,1982,1982,,2019/09/28,,,read,,,,1,,,0,,,,,
61992,The Dream Master,Roger Zelazny,"Zelazny, Roger",,"=""0743413016""","=""9780743413015""",3,3.62,ibooks Inc.,Paperback,252,2001,1966,,2019/09/28,,,read,,,,1,,,0,,,,,
1043093,Doctor Criminale,Malcolm Bradbury,"Bradbury, Malcolm",,"=""0330390341""","=""9780330390347""",3,3.53,MacMillan General Books,Paperback,,2000,1992,,2019/09/28,,,read,,,,1,,,0,,,,,
794779,Le Grand Meaulnes,Alain-Fournier,"Alain-Fournier, Alain-Fournier","Piero Bianconi, Frank Dalby Davison","=""0140182829""","=""9780140182828""",3,3.73,Penguin Classics,Paperback,206,1994,1913,,2019/09/28,,,read,,,,1,,,0,,,,,
873804,Manhattan Nocturne,Colin Harrison,"Harrison, Colin",,"=""031299303X""","=""9780312993030""",3,3.51,St. Martin's Paperbacks,Paperback,416,2004,1996,,2019/09/28,,,read,,,,1,,,0,,,,,
1923463,Break And Enter,Colin Harrison,"Harrison, Colin",,"=""0747574219""","=""9780747574217""",3,3.48,Bloomsbury UK,Paperback,311,2005,1990,,2019/09/28,,,read,,,,1,,,0,,,,,
123716,The Deadline: A Novel about Project Management,Tom DeMarco,"DeMarco, Tom",,"=""0932633390""","=""9780932633392""",4,4.17,Dorset House,Paperback,310,2002,1997,,2019/09/28,,,read,,,,1,,,0,,,,,
67825,Peopleware: Productive Projects and Teams,Tom DeMarco,"DeMarco, Tom",Timothy R. Lister,"=""0932633439""","=""9780932633439""",4,4.13,"Dorset House Publishing Company, Incorporated",Paperback,245,1999,1987,,2019/09/28,,,read,,,,1,,,0,,,,,
239904,Roger Zelazny and Jane Lindskold's Chronomaster,Jane Lindskold,"Lindskold, Jane",,"=""0761504222""","=""9780761504221""",4,3.41,Prima Lifestyles,Paperback,360,1996,1996,,2019/09/28,,,read,,,,1,,,0,,,,,
14028,Snow Country,Yasunari Kawabata,"Kawabata, Yasunari",Edward G. Seidensticker,"=""0679761047""","=""9780679761044""",4,3.64,Vintage,Paperback,175,1996,1948,,2019/09/28,,,read,,,,1,,,0,,,,,
45234,The Gun Seller,Hugh Laurie,"Laurie, Hugh",,"=""067102082X""","=""9780671020828""",3,3.67,Washington Square Press,Paperback,340,1998,1996,,2019/09/28,,,read,,,,1,,,0,,,,,
8520610,Quiet: The Power of Introverts in a World That Can't Stop Talking,Susan Cain,"Cain, Susan",,"=""0307352145""","=""9780307352149""",4,4.07,"Crown Publishing Group/Random House, Inc.",Hardcover,333,2012,2012,,2019/09/28,,,read,,,,1,,,0,,,,,
62005,A Night in the Lonesome October,Roger Zelazny,"Zelazny, Roger",Gahan Wilson,"=""0380771411""","=""9780380771417""",4,4.20,Avon Books,Paperback,280,1994,1993,,2019/09/28,,,read,,,,1,,,0,,,,,
32801603,...и просто богиня: Модели счастья,Константин Кропоткин,"Кропоткин, Константин",,"=""""","=""""",3,3.00,Ridero,Kindle Edition,263,2015,,,2019/09/28,,,read,,,,1,,,0,,,,,
62772,I Am a Cat,Natsume Sōseki,"Sōseki, Natsume","Graeme Wilson, Aiko Ito","=""080483265X""","=""9780804832656""",4,3.71,Tuttle Publishing,Paperback,470,2001,1905,,2019/09/28,,,read,,,,1,,,0,,,,,
28369,Zazie in the Metro,Raymond Queneau,"Queneau, Raymond","Barbara Wright, Gilbert Adair","=""0142180041""","=""9780142180044""",3,3.69,Penguin Books Ltd,Paperback,157,2001,1959,,2019/09/28,,,read,,,,1,,,0,,,,,
17415443,Сон. Почему мы спим и как нам это лучше всего удается,Peter Spork,"Spork, Peter",,"=""9785947747""","=""""",4,3.91,БИНОМ Лаборатория знаний,Unknown Binding,234,2010,2010,,2019/09/28,,,read,,,,1,,,0,,,,,
18170143,An Astronaut's Guide to Life on Earth,Chris Hadfield,"Hadfield, Chris",,"=""0316253014""","=""9780316253017""",4,4.15,"Little, Brown and Company",Hardcover,295,2013,2013,,2019/09/28,,,read,,,,1,,,0,,,,,
662,Atlas Shrugged,Ayn Rand,"Rand, Ayn","Leonard Peikoff, Jan de Voogt","=""0452011876""","=""9780452011878""",4,3.69,Plume,Paperback,1168,1999,1957,,2019/09/28,,,read,,,,1,,,0,,,,,
603263,Advanced Programming in the UNIX Environment,W. Richard Stevens,"Stevens, W. Richard",,"=""0201563177""","=""9780201563177""",4,4.33,Addison-Wesley Professional,Hardcover,768,1992,1992,,2019/09/28,,,read,,,,1,,,0,,,,,
629,"Zen and the Art of Motorcycle Maintenance: An Inquiry Into Values (Phaedrus, #1)",Robert M. Pirsig,"Pirsig, Robert M.",,"=""0060589469""","=""9780060589462""",4,3.77,HarperTorch,Mass Market Paperback,540,2006,1974,,2019/09/28,,,read,,,,1,,,0,,,,,
1442235,Понедельник начинается в субботу,Arkady Strugatsky,"Strugatsky, Arkady","Boris Strugatsky, Аркадий Стругацкий, Борис Стругацкий","=""5968000236""","=""9785968000231""",5,4.21,Пан Пресс,Hardcover,276,2006,1965,,2019/09/28,,,read,,,,1,,,0,,,,,
840,The Design of Everyday Things,Donald A. Norman,"Norman, Donald A.",,"=""0465067107""","=""9780465067107""",5,4.15,Basic Books,Paperback,240,2002,1988,,2019/09/28,,,read,,,,1,,,0,,,,,
3228917,Outliers: The Story of Success,Malcolm Gladwell,"Gladwell, Malcolm",,"=""0316017922""","=""9780316017923""",4,4.18,"Little, Brown and Company",Hardcover,309,2008,2008,,2019/09/28,,,read,,,,1,,,0,,,,,
40102,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,"Gladwell, Malcolm","Barry Fox, Irina Henegar","=""0316010669""","=""9780316010665""",4,3.95,Back Bay Books,Paperback,296,2007,2005,,2019/09/28,,,read,,,,1,,,0,,,,,
21,A Short History of Nearly Everything,Bill Bryson,"Bryson, Bill",,"=""076790818X""","=""9780767908184""",4,4.20,Crown Publishing Group (NY),Paperback,544,2004,2003,,2019/09/28,,,read,,,,1,,,0,,,,,
8719,Julian,Gore Vidal,"Vidal, Gore",,"=""""","=""""",4,4.21,Vintage,Paperback,528,2003,1964,,2019/09/28,,,read,,,,1,,,0,,,,,
624450,Ilf and Petrov's American Road Trip: The 1935 Travelogue of Two Soviet Writers,Ilya Ilf,"Ilf, Ilya","Yevgeny Petrov, Aleksandr Rodchenko, Aleksandra Ilf, Erika Wolf","=""1568986009""","=""9781568986005""",4,4.25,Princeton Architectural Press,Hardcover,158,2006,1936,,2019/09/28,,,read,,,,1,,,0,,,,,
30069506,Дни в Бирме,George Orwell,"Orwell, George",Джордж Оруэлл,"=""9785170969""","=""""",4,3.87,,Paperback,350,2016,1934,,2019/10/18,,,read,,,,1,,,0,,,,,
15983893,Тавро Кассандры,Chingiz Aitmatov,"Aitmatov, Chingiz",,"=""""","=""9785395000460""",4,3.55,Азбука-классика,Hardcover,320,2008,1996,,2019/11/24,,,read,,,,1,,,0,,,,,
2342271,Adrenaline Junkies and Template Zombies: Understanding Patterns of Project Behavior,Tom DeMarco,"DeMarco, Tom","Peter Hruschka, Suzanne Robertson, Timothy R. Lister","=""0932633676""","=""9780932633675""",5,3.99,"Dorset House Publishing Company, Incorporated",Paperback,238,2008,2007,,2020/02/02,,,read,,,,1,,,0,,,,,
404575,The Origins of Knowledge and Imagination,Jacob Bronowski,"Bronowski, Jacob",S.E. Luria,"=""0300024096""","=""9780300024098""",5,4.20,Yale University Press,Paperback,160,1979,1978,,2020/02/08,,,read,,,,1,,,0,,,,,
424084,Tools for Thought: The History and Future of Mind-Expanding Technology,Howard Rheingold,"Rheingold, Howard",,"=""0262681153""","=""9780262681155""",5,4.07,MIT Press,Paperback,360,2000,1985,2020/02/04,2020/02/02,,,read,"As a software engineer and user, for a couple of years I’ve been trying to understand what’s so wrong with our industry and how it would be possible to make it better. It’s a really hard thing to accomplish, as many factors from many disciplines has to be addressed, like psychology, physiology, biology, philosophy, cognitive science, design, knowledge engineering, math, cs, symbology, writing, indexing, and a way-way more. And then I’ve found this book — a magnificent excursion into a history of what people dreamed, though & done in that field, and what they devoted their lives to 40, 60, 100 years ago and beyond. This is unimaginable what was done in the past with compute powers many times less than of today’s cheapest “smart”-phones. It’s amazing to discover all that, read in an interesting and well-written language and to compare to awful crap we have nowadays. Recommend everyone",,,1,,,0,,,,,
2110621,Gazing into the Oracle: The Delphi Method and its Application to Social Policy and Public Health,Michael Adler,"Adler, Michael",Erio Ziglio,"=""1853021040""","=""9781853021046""",0,4.00,Jessica Kingsley Publishers,Paperback,264,1996,1995,,2020/02/04,to-read,to-read (#147),to-read,,,,0,,,0,,,,,
2063221,"Foundations of Neural Networks, Fuzzy Systems, and Knowledge Engineering",Nikola K. Kasabov,"Kasabov, Nikola K.",,"=""0262112124""","=""9780262112123""",0,4.50,MIT Press (MA),Hardcover,568,1996,1996,,2020/02/04,to-read,to-read (#146),to-read,,,,0,,,0,,,,,
1508328,Knowledge Management: Learning from Knowledge Engineering,Jay Liebowitz,"Liebowitz, Jay",,"=""0849310245""","=""9780849310249""",0,4.00,CRC Press,Hardcover,148,2001,2001,,2020/02/04,to-read,to-read (#145),to-read,,,,0,,,0,,,,,
48662407,Knowledge Engineering,Ela Kumar,"Kumar, Ela",,"=""""","=""""",0,0.0,I K International Publishing House,Kindle Edition,258,2018,,,2020/02/04,to-read,to-read (#144),to-read,,,,0,,,0,,,,,
3290486,Knowledge Engineering,Hojjat Adeli,"Adeli, Hojjat",,"=""0070003556""","=""9780070003552""",0,2.50,McGraw-Hill Companies,Unknown Binding,354,1990,1990,,2020/02/04,to-read,to-read (#143),to-read,,,,0,,,0,,,,,
1755025,An Introduction to Knowledge Engineering,Simon Kendal,"Kendal, Simon",Malcolm Creen,"=""1846284759""","=""9781846284755""",0,3.64,Springer,Paperback,290,2006,2006,,2020/02/04,to-read,to-read (#142),to-read,,,,0,,,0,,,,,
749518,Invention: The Care and Feeding of Ideas,Norbert Wiener,"Wiener, Norbert",,"=""0262731118""","=""9780262731119""",0,3.74,MIT Press,Paperback,186,1994,1993,,2020/02/02,to-read,to-read (#141),to-read,,,,0,,,0,,,,,
294941,Cybernetics: or the Control and Communication in the Animal and the Machine,Norbert Wiener,"Wiener, Norbert",,"=""026273009X""","=""9780262730099""",0,4.02,MIT Press,Paperback,212,1965,1948,,2020/02/02,to-read,to-read (#140),to-read,,,,0,,,0,,,,,
22616,The System of Objects,Jean Baudrillard,"Baudrillard, Jean",James Benedict,"=""1844670538""","=""9781844670536""",0,4.02,Verso,Paperback,224,2006,1968,,2020/02/02,to-read,to-read (#139),to-read,,,,0,,,0,,,,,
37328,The Consumer Society: Myths and Structures,Jean Baudrillard,"Baudrillard, Jean","Chris     Turner, George Ritzer","=""0761956921""","=""9780761956921""",0,4.12,Sage Publications Ltd,Paperback,224,1998,1970,,2020/02/02,to-read,to-read (#138),to-read,,,,0,,,0,,,,,
22613,Simulacra and Simulation,Jean Baudrillard,"Baudrillard, Jean",Sheila Faria Glaser,"=""0472065211""","=""9780472065219""",0,3.99,University of Michigan Press,Paperback,164,1994,1981,,2020/02/02,to-read,to-read (#137),to-read,,,,0,,,0,,,,,
61662,Shadows of Forgotten Ancestors,Carl Sagan,"Sagan, Carl",Ann Druyan,"=""0345384725""","=""9780345384720""",0,4.26,Ballantine Books,Paperback,528,1993,1992,,2020/02/02,to-read,to-read (#136),to-read,,,,0,,,0,,,,,
18194,The Cyberiad,Stanisław Lem,"Lem, Stanisław","Michael Kandel, Daniel Mróz","=""0156027593""","=""9780156027595""",0,4.16,Harcourt,Paperback,295,2002,1965,,2020/02/02,to-read,to-read (#135),to-read,,,,0,,,0,,,,,
95558,Solaris,Stanisław Lem,"Lem, Stanisław","Steve Cox, Joanna Kilmartin","=""""","=""""",0,3.99,Harcourt,Paperback,204,2002,1961,,2020/02/02,to-read,to-read (#134),to-read,,,,0,,,0,,,,,
12075,Tractatus Logico-Philosophicus,Ludwig Wittgenstein,"Wittgenstein, Ludwig","David Pears, Brian McGuinness, Bertrand Russell","=""0415254086""","=""9780415254083""",0,4.08,Routledge Classics,Paperback,142,2001,1921,,2020/02/02,to-read,to-read (#133),to-read,,,,0,,,0,,,,,
5616218,Philosophy of Science: An Historical Anthology,Timothy McGrew,"McGrew, Timothy","Marc Alspector-Kelly, Fritz Allhoff","=""1405175427""","=""9781405175425""",0,4.44,Wiley-Blackwell,Paperback,680,2009,2008,,2020/02/02,to-read,to-read (#132),to-read,,,,0,,,0,,,,,
40952,Worldviews: An Introduction to the History and Philosophy of Science,Richard DeWitt,"DeWitt, Richard",,"=""140511620X""","=""9781405116206""",0,4.18,Blackwell Publishers,Paperback,326,2004,2004,,2020/02/02,to-read,to-read (#131),to-read,,,,0,,,0,,,,,
145032,A Historical Introduction to the Philosophy of Science,John Losee,"Losee, John",,"=""0198700555""","=""9780198700555""",0,3.62,"Oxford University Press, USA",Paperback,328,2001,1972,,2020/02/02,to-read,to-read (#130),to-read,,,,0,,,0,,,,,
3210604,Philosophy of Science,Jeffrey L. Kasser,"Kasser, Jeffrey L.",,"=""1598032372""","=""9781598032376""",0,4.17,The Teaching Company,Audio Cassette,19,2006,2006,,2020/02/02,to-read,to-read (#129),to-read,,,,0,,,0,,,,,
31844,Philosophy of Science: The Central Issues,Martin Curd,"Curd, Martin",J.A. Cover,"=""0393971759""","=""9780393971750""",0,4.24,W. W. Norton & Company,Paperback,1408,1998,1998,,2020/02/02,to-read,to-read (#128),to-read,,,,0,,,0,,,,,
119561,The Order of Things: An Archaeology of the Human Sciences,Michel Foucault,"Foucault, Michel",,"=""0679753354""","=""9780679753353""",0,4.12,Vintage,Paperback,416,1994,1966,,2020/02/02,to-read,to-read (#127),to-read,,,,0,,,0,,,,,
51933,Madness and Civilization: A History of Insanity in the Age of Reason,Michel Foucault,"Foucault, Michel",Richard Howard,"=""067972110X""","=""9780679721109""",0,4.10,Vintage,Paperback,299,1988,1961,,2020/02/02,to-read,to-read (#126),to-read,,,,0,,,0,,,,,
31886,Introduction to Mathematical Philosophy,Bertrand Russell,"Russell, Bertrand",,"=""0486277240""","=""9780486277240""",0,4.02,Dover Publications,Paperback,224,1993,1918,,2020/02/02,to-read,to-read (#125),to-read,,,,0,,,0,,,,,
10031,The Wall,Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""184391400X""","=""9781843914006""",0,4.07,Hesperus Press,Paperback,183,2005,1939,,2020/02/02,to-read,to-read (#124),to-read,,,,0,,,0,,,,,
51985,Existentialism is a Humanism,Jean-Paul Sartre,"Sartre, Jean-Paul","Arlette Elkaïm-Sartre, Annie Cohen-Solal, Carol Macomber","=""0300115466""","=""9780300115468""",0,3.98,Yale University Press,Paperback,122,2007,1946,,2020/02/02,to-read,to-read (#123),to-read,,,,0,,,0,,,,,
10033,Being and Nothingness,Jean-Paul Sartre,"Sartre, Jean-Paul","Hazel E. Barnes, Mary Warnock, Richard Eyre","=""0415278481""","=""9780415278485""",0,3.98,Routledge,Paperback,688,2003,1943,,2020/02/02,to-read,to-read (#122),to-read,,,,0,,,0,,,,,
10037,No Exit and Three Other Plays,Jean-Paul Sartre,"Sartre, Jean-Paul","Stuart Gilbert, Lionel Abel","=""""","=""""",0,4.08,Vintage,Paperback,275,1989,1947,,2020/02/02,to-read,to-read (#121),to-read,,,,0,,,0,,,,,
4652,In Our Time,Ernest Hemingway,"Hemingway, Ernest",,"=""0684822761""","=""9780684822768""",0,3.76,Scribner,Paperback,156,2003,1925,,2020/02/02,to-read,to-read (#119),to-read,,,,0,,,0,,,,,
17880180,Происхождение: Роман-биография Чарльза Дарвина,Irving Stone,"Stone, Irving",Ирвинг Стоун,"=""""","=""""",0,4.10,Политиздат,Hardcover,478,1983,1980,,2020/02/02,to-read,to-read (#117),to-read,,,,0,,,0,,,,,
6902030,"Коллапс: почему одни общества выживают, а другие умирают",Jared Diamond,"Diamond, Jared",Джаред Даймонд,"=""5170483821""","=""9785170483822""",0,3.92,,Hardcover,800,2010,2004,,2020/02/02,to-read,to-read (#116),to-read,,,,0,,,0,,,,,
7496728,Путь камикадзе,Edward Yourdon,"Yourdon, Edward",Эдвард Йордон,"=""5855822273""","=""9785855822274""",0,3.84,Лори,,286,2008,1997,,2020/02/02,to-read,to-read (#115),to-read,,,,0,,,0,,,,,
19412007,"Мир, полный демонов: Наука — как свеча во тьме",Carl Sagan,"Sagan, Carl",Карл Саган,"=""""","=""9785916712810""",0,4.28,Альпина Паблишер,Hardcover,538,2014,1996,,2020/02/02,to-read,to-read (#114),to-read,,,,0,,,0,,,,,
18403724,Структура научных революций,Thomas S. Kuhn,"Kuhn, Thomas S.","Томас Сэмюэл Кун, В.Ю. Кузнецов","=""5170107072""","=""""",0,4.03,АСТ,Hardcover,605,2003,1962,,2020/02/02,to-read,to-read (#113),to-read,,,,0,,,0,,,,,
16868,Things That Make Us Smart: Defending Human Attributes In The Age Of The Machine,Donald A. Norman,"Norman, Donald A.",Tamara Dunaeff,"=""0201626950""","=""9780201626957""",0,3.87,Basic Books,Paperback,304,1994,1993,,2020/02/02,to-read,to-read (#112),to-read,,,,0,,,0,,,,,
134825,The Cathedral & the Bazaar: Musings on Linux and Open Source by an Accidental Revolutionary,Eric S. Raymond,"Raymond, Eric S.",Bob Young,"=""0596001088""","=""9780596001087""",0,3.83,O'Reilly Media,Paperback,241,2001,1999,,2020/02/02,to-read,to-read (#111),to-read,,,,0,,,0,,,,,
2047852,Principles of Mathematics in Operations Research,Levent Kandiller,"Kandiller, Levent",,"=""0387377344""","=""9780387377346""",0,4.00,Springer,Hardcover,298,2006,2006,,2020/02/02,to-read,to-read (#110),to-read,,,,0,,,0,,,,,
8249022,Operations Research Calculations Handbook,Dennis Blumenfeld,"Blumenfeld, Dennis",,"=""1420052403""","=""9781420052404""",0,4.33,CRC Press,Paperback,238,2010,2001,,2020/02/02,to-read,to-read (#109),to-read,,,,0,,,0,,,,,
5017128,Operations Research and Management Science Handbook,A. Ravi Ravindran,"Ravindran, A. Ravi",,"=""0849397219""","=""9780849397219""",0,4.00,CRC Press,Hardcover,904,2007,2007,,2020/02/02,to-read,to-read (#108),to-read,,,,0,,,0,,,,,
1301176,Solutions Manual: Operations Research:  An Introduction,Hamdy A. Taha,"Taha, Hamdy A.",,"=""0024188700""","=""9780024188700""",0,4.02,Macmillan,,201,1982,1982,,2020/02/02,to-read,to-read (#107),to-read,,,,0,,,0,,,,,
25604015,Introduction to Operations Research,Hillier Lieberman,"Lieberman, Hillier",,"=""0071333460""","=""""",0,3.78,McGraw Hill,Paperback,,,,,2020/02/02,to-read,to-read (#106),to-read,,,,0,,,0,,,,,
5689669,Professional Linux Kernel Architecture,Wolfgang Mauerer,"Mauerer, Wolfgang",,"=""0470343435""","=""9780470343432""",0,3.83,Wrox Press,Paperback,1337,2008,2008,,2020/02/02,to-read,to-read (#105),to-read,,,,0,,,0,,,,,
38821475,Operating Systems: From 0 to 1,Do Hoang Tu,"Tu, Do Hoang",,"=""""","=""""",0,4.17,-,ebook,313,2017,,,2020/02/02,to-read,to-read (#104),to-read,,,,0,,,0,,,,,
5038681,Understanding And Writing Compilers: A Do It Yourself Guide,Richard Bornat,"Bornat, Richard",,"=""0333217314""","=""9780333217313""",0,0.0,Macmillan,,396,1979,1979,,2020/02/02,to-read,to-read (#103),to-read,,,,0,,,0,,,,,
6770855,Language Implementation Patterns: Techniques for Implementing Domain-Specific Languages,Terence Parr,"Parr, Terence",,"=""193435645X""","=""9781934356456""",0,3.86,Pragmatic Bookshelf,Paperback,350,2010,2009,,2020/02/02,to-read,to-read (#102),to-read,,,,0,,,0,,,,,
1997607,Engineering a Compiler,Keith D. Cooper,"Cooper, Keith D.",Linda Torczon,"=""155860698X""","=""9781558606982""",0,4.05,Morgan Kaufmann Publishers,Hardcover,801,2003,2003,,2020/02/02,to-read,to-read (#101),to-read,,,,0,,,0,,,,,
703102,"Compilers: Principles, Techniques, and Tools",Alfred V. Aho,"Aho, Alfred V.","Ravi Sethi, Jeffrey D. Ullman","=""0201100886""","=""9780201100884""",0,4.09,Addison-Wesley Publishing Company,Hardcover,796,1986,1986,,2020/02/02,to-read,to-read (#100),to-read,,,,0,,,0,,,,,
874282,Statistical Design and Analysis of Experiments: With Applications to Engineering and Science,Robert L. Mason,"Mason, Robert L.",,"=""0471372161""","=""9780471372165""",0,3.71,Wiley-Interscience,Hardcover,760,2003,1989,,2020/02/02,to-read,to-read (#99),to-read,,,,0,,,0,,,,,
2897832,Measurement Errors and Uncertainties: Theory and Practice,Semyon G. Rabinovich,"Rabinovich, Semyon G.",,"=""0387253580""","=""9780387253589""",0,4.00,Springer,Hardcover,308,2005,1999,,2020/02/02,to-read,to-read (#98),to-read,,,,0,,,0,,,,,
8811604,"Measurement Error: Models, Methods, and Applications",John Buonaccorsi,"Buonaccorsi, John",,"=""1420066560""","=""0001420066560""",0,3.67,CRC Press,Hardcover,437,2010,2010,,2020/02/02,to-read,to-read (#97),to-read,,,,0,,,0,,,,,
4409469,Measurement and Control Basics,Thomas A. Hughes,"Hughes, Thomas A.",,"=""1556179162""","=""9781556179167""",0,4.29,"ISA: The Instrumentation, Systems, and Automation Society",Paperback,375,2006,1988,,2020/02/02,to-read,to-read (#96),to-read,,,,0,,,0,,,,,
36159683,"Introduction to Error Analysis: The Science of Measurements, Uncertainties, and Data Analysis",Jack Merrin,"Merrin, Jack",,"=""""","=""""",0,4.50,,Kindle Edition,,2017,,,2020/02/02,to-read,to-read (#94),to-read,,,,0,,,0,,,,,
36280402,A Course in Electronics and Electrical Measurements and Instrumentation,J.B. Gupta,"Gupta, J.B.",,"=""8188458937""","=""9788188458936""",0,3.86,S K Kataria and Sons,Paperback,1600,,,,2020/02/02,to-read,to-read (#93),to-read,,,,0,,,0,,,,,
1017766,Introduction to Error Analysis: The Study of Uncertainties in Physical Measurements,John R. Taylor,"Taylor, John R.",,"=""093570275X""","=""9780935702750""",0,4.13,University Science Books,Paperback,327,1997,1982,,2020/02/02,to-read,to-read (#92),to-read,,,,0,,,0,,,,,
14907550,A Guide to the Automation Body of Knowledge,Vernon Trevathan,"Trevathan, Vernon",,"=""1556179618""","=""9781556179617""",0,4.50,ISA,Hardcover,466,,,,2020/02/02,to-read,to-read (#91),to-read,,,,0,,,0,,,,,
978222,Doing Psychology Experiments (with InfoTrac ),David W. Martin,"Martin, David W.",,"=""053460255X""","=""9780534602550""",0,3.78,Wadsworth Publishing,Paperback,,2003,1977,,2020/02/02,to-read,to-read (#90),to-read,,,,0,,,0,,,,,
223911,Documenting Software Architectures: Views and Beyond,Paul Clements,"Clements, Paul",Len Bass,"=""0201703726""","=""9780201703726""",0,3.69,Addison-Wesley Professional,Hardcover,560,2002,2002,,2020/02/02,to-read,to-read (#89),to-read,,,,0,,,0,,,,,
2847653,"Software Metrics: A Rigorous and Practical Approach, Revised",Norman E. Fenton,"Fenton, Norman E.",Shari Lawrence Pfleeger,"=""0534954251""","=""9780534954253""",0,3.73,Course Technology,Paperback,638,1998,1991,,2020/02/02,to-read,to-read (#88),to-read,,,,0,,,0,,,,,
173302,The Writer's Journey: Mythic Structure for Writers,Christopher Vogler,"Vogler, Christopher",,"=""0941188701""","=""9780941188708""",0,4.10,Michael Wiese Productions,Paperback,326,1998,1992,,2020/02/02,to-read,to-read (#87),to-read,,,,0,,,0,,,,,
21841698,Understanding the Four Rules of Simple Design,Corey Haines,"Haines, Corey",,"=""""","=""""",0,4.10,,ebook,83,2014,2014,,2020/02/02,to-read,to-read (#86),to-read,,,,0,,,0,,,,,
